status,orbital_period,planet_radius,stellar_radius,insolation_flux,equilibrium_temperature,stellar_effective_temperature,stellar_surface_gravity
CONFIRMED,14.6843,,0.8,,,4695.41,4.51
CONFIRMED,14.66146147,,0.8,,,4695.41,4.51
CONFIRMED,14.6762429,2.0,0.76,,618.0,4927.0,4.59
CONFIRMED,14.677214,2.194,0.77,,,4942.0,4.66
CONFIRMED,14.675828,1.85,0.72,,,,
CONFIRMED,14.677286,2.0,0.73,,,4819.0,
CONFIRMED,14.67665,1.94,0.68,,,,
CONFIRMED,9.9147,,0.77,,,4638.0,4.53
CONFIRMED,9.915615,1.3,0.71,,,4695.0,
CONFIRMED,1.9741,,0.5,,,3578.0,4.74
CONFIRMED,1.9741954,1.79,0.48,,798.0,3712.0,4.78
CONFIRMED,1.974238,1.96,0.49,62.1,,3546.46,
CONFIRMED,1.97419,1.9,0.48,,,3660.0,
CONFIRMED,1.974172,0.99,0.3,,,,
CONFIRMED,1.974991,,0.48,,,3820.0,4.77
CONFIRMED,1.974202,2.43,0.56,,,,
CONFIRMED,1.974,,0.5,,,3578.0,4.74
CONFIRMED,8.26345949,,0.92,,,5411.15,4.49
CONFIRMED,8.266902,3.59,0.95,,,5434.0,4.48
CONFIRMED,8.2669589,3.448,0.92,140.12,958.0,5411.1,4.49
CONFIRMED,8.26698,3.55,0.95,,,,
CONFIRMED,8.26679,3.407,0.91,,,5475.0,4.51
CONFIRMED,8.267,,0.92,,,5411.15,4.49
CONFIRMED,8.267084,3.5,0.98,,,,
CONFIRMED,8.267704,3.37,0.91,,814.0,5464.0,4.51
CONFIRMED,8.2669928,3.59,0.97,,928.0,5636.0,4.49
CONFIRMED,3.31392,16.141,1.78,,1780.0,6030.0,4.07
CONFIRMED,3.313944,14.4,1.73,,,,
CONFIRMED,3.313959,15.98,1.81,,1649.0,6061.0,4.04
CONFIRMED,3.3139151,,1.78,,,6030.0,4.07
CONFIRMED,3.313921,12.043,1.33,,,6178.0,4.24
CONFIRMED,3.3139095,17.38,1.91,,,,
CONFIRMED,4.73360988,,1.76,,,5496.0,3.93
CONFIRMED,4.734006,5.3,1.77,,,,
CONFIRMED,4.73379,7.564,2.31,,,5414.0,3.75
CONFIRMED,4.73363,5.81,1.8,,,,
CONFIRMED,4.73355751,5.385,1.76,850.48,1377.0,5496.0,3.93
CONFIRMED,4.734,,1.76,,,5496.0,3.93
CONFIRMED,4.73401,5.28,1.75,762.0,1446.0,5474.0,3.99
CONFIRMED,4.733999,5.33,1.76,,1360.0,5599.0,4.02
CONFIRMED,39.93767,7.55,5.15,,734.0,5433.0,
CONFIRMED,39.8478,2.42,0.83,9.84,,5264.0,4.56
CONFIRMED,39.8642,2.92,0.9,,,,
CONFIRMED,39.863566,2.47,0.78,,,5133.0,
CONFIRMED,13.86387,2.56,0.71,,575.0,4950.0,4.61
CONFIRMED,13.864,,0.71,,,4936.0,4.64
CONFIRMED,13.8636,2.55,0.69,,,,
CONFIRMED,13.86383,2.5,0.68,,,,
CONFIRMED,13.86391,2.524,0.69,,,4877.0,4.51
CONFIRMED,13.86375,2.592,0.71,27.7,638.0,5010.0,
CONFIRMED,13.86375,2.592,0.71,,640.0,5010.0,4.6
CONFIRMED,13.85870316,,0.71,,,4936.0,4.64
CONFIRMED,5.35185,1.41,1.27,,,,
CONFIRMED,5.3518,1.82,1.25,,,5775.0,4.25
CONFIRMED,5.351403,1.223,0.92,,,5741.0,4.36
CONFIRMED,5.3518,1.82,1.25,490.0,1309.0,5775.0,
CONFIRMED,5.35117,1.9,1.23,,1309.0,5730.0,4.15
CONFIRMED,5.35161,2.09,1.17,,,5788.0,4.22
CONFIRMED,15.6785,,1.25,,,5775.0,4.25
CONFIRMED,15.6805,,1.25,,,5775.0,
CONFIRMED,5.817685,12.14,1.24,,1098.0,5660.0,4.27
CONFIRMED,5.817608,10.424,1.05,,1178.0,5627.0,4.4
CONFIRMED,5.817649,12.55,1.29,,,,
CONFIRMED,5.8176015,,1.05,,,5627.0,4.4
CONFIRMED,5.817681,12.5,1.33,,,,
CONFIRMED,5.8176452,11.646,1.22,277.39,1136.0,5633.4,4.27
CONFIRMED,11.391013,10.67,0.84,,661.0,5044.0,4.54
CONFIRMED,11.38576954,,0.88,,,4913.0,4.46
CONFIRMED,11.39095559,11.162,0.88,46.9,667.0,5027.0,4.52
CONFIRMED,11.3909311,10.447,0.82,40.0,701.0,4920.0,4.54
CONFIRMED,11.3909344,10.88,0.87,,722.0,5039.0,4.51
CONFIRMED,11.391,,0.88,,,4913.0,4.46
CONFIRMED,11.390955,10.71,0.85,,,,
CONFIRMED,11.39109,10.559,0.83,,719.0,5027.0,4.48
CONFIRMED,11.391432,11.1,0.9,,,,
CONFIRMED,20.273017,,0.88,,,5657.0,4.53
CONFIRMED,20.272992,,,,,,
CONFIRMED,20.272615,12.06,0.88,,619.0,5657.0,4.53
CONFIRMED,20.273034,12.498,0.88,,682.0,5560.0,4.46
CONFIRMED,20.27362337,,0.86,,,5742.0,4.58
CONFIRMED,20.272602,11.5,0.86,,,,
CONFIRMED,20.27285,11.55,0.83,,,,
CONFIRMED,20.272,,0.86,,,5742.0,4.58
CONFIRMED,20.2730282,10.439,0.86,20.44,592.0,5742.0,4.58
CONFIRMED,20.2729861,,0.88,,,5560.0,4.46
CONFIRMED,4.6556782,0.814,0.66,,,4264.0,
CONFIRMED,4.655335,0.719,0.69,,,4547.0,4.64
CONFIRMED,4.654879,,0.67,,,4348.35,
CONFIRMED,4.655411,0.69,0.67,78.6,,4348.35,
CONFIRMED,1.291605,1.74,0.4,,,,
CONFIRMED,1.29159723,2.101,0.51,127.3,857.0,3689.0,4.72
CONFIRMED,1.291651,2.1,0.52,,,,
CONFIRMED,1.2916,2.03,0.51,,868.0,3778.0,4.75
CONFIRMED,1.291626,,0.51,,,3689.0,4.72
CONFIRMED,1.291505,1.96,0.49,145.8,,3842.12,
CONFIRMED,1.292,,0.51,,,3689.0,4.72
CONFIRMED,1.291563,2.03,0.51,123.6,,3676.0,4.75
CONFIRMED,5.44425,1.75,0.4,,,,
CONFIRMED,5.443984,2.1,0.52,,,,
CONFIRMED,5.44482,2.03,0.49,21.4,,3842.12,
CONFIRMED,5.444017,2.06,0.51,,537.0,3778.0,4.75
CONFIRMED,5.44425,1.94,0.51,18.1,,3676.0,4.75
CONFIRMED,50.9254,2.48,0.7,,,,
CONFIRMED,50.92092,2.54,0.73,4.3,,4726.29,
CONFIRMED,7.727283,2.53,0.71,,666.0,4740.0,4.62
CONFIRMED,7.7285,2.16,0.59,,,,
CONFIRMED,7.728,,0.74,,,4525.0,4.55
CONFIRMED,7.72651124,,0.74,,,4525.0,4.55
CONFIRMED,7.727574,2.6,0.71,,,,
CONFIRMED,7.728578,2.29,0.68,54.9,,4752.8,
CONFIRMED,8.28246,2.44,1.12,185.0,1026.0,5672.0,
CONFIRMED,8.282455,2.188,1.01,,,5663.0,4.3
CONFIRMED,8.2824161,2.14,0.92,,,5615.0,
CONFIRMED,8.28176,2.72,1.31,310.0,,6177.0,4.28
CONFIRMED,8.28212,2.33,1.01,,1003.0,5800.0,
CONFIRMED,8.28192,2.48,1.08,,,,
CONFIRMED,9.562742,2.01,0.67,35.1,,4349.9,
CONFIRMED,9.56332821,,,,,4432.16,
CONFIRMED,9.56183,1.97,0.6,,,,
CONFIRMED,5.185972,,0.65,,,4664.8,4.68
CONFIRMED,5.1857532,,0.77,,,4471.38,
CONFIRMED,5.185754,9.12,0.77,89.5,,4471.38,
CONFIRMED,5.185761,7.5,0.68,,723.0,4551.0,4.63
CONFIRMED,5.1857539,7.52,0.67,,738.0,4690.0,4.63
CONFIRMED,5.185768,7.504,0.65,126.88,935.0,4664.8,4.68
CONFIRMED,5.186,,0.65,,,4664.8,4.68
CONFIRMED,5.185759,7.644,0.69,,,4695.0,4.68
CONFIRMED,5.185758,7.44,0.64,,,,
CONFIRMED,5.185743,7.7,0.71,,,,
CONFIRMED,2.219315,1.22,0.61,95.7,,3903.0,4.68
CONFIRMED,2.219282,1.21,0.6,,814.0,4027.0,4.68
CONFIRMED,2.219225,1.3,0.63,,,,
CONFIRMED,2.219405,1.28,0.59,79.9,,3993.36,
CONFIRMED,2.21944122,,0.61,,,3807.0,4.64
CONFIRMED,2.2193023,1.16,0.59,,769.0,4009.0,4.69
CONFIRMED,2.219368,1.17,0.53,,,,
CONFIRMED,2.219,,0.61,,,3807.0,4.64
CONFIRMED,30.954222,2.5,0.6,,,4040.0,4.67
CONFIRMED,30.9542,2.66,0.59,2.7,,3880.0,4.69
CONFIRMED,30.954,3.07,0.64,,,,
CONFIRMED,30.951524,2.76,0.59,,338.0,4035.0,4.69
CONFIRMED,30.956763,2.65,0.57,2.9,,4075.67,
CONFIRMED,30.952606,3.0,0.64,,,,
CONFIRMED,30.96028326,,0.61,,,3856.0,4.64
CONFIRMED,30.953,,0.61,,,3856.0,4.64
CONFIRMED,6.414,,0.41,,,3471.0,4.82
CONFIRMED,6.413718,2.6,0.35,,,,
CONFIRMED,6.413651,2.9,0.39,,442.0,3570.0,4.86
CONFIRMED,6.413539,2.64,0.34,8.7,,3560.7,
CONFIRMED,6.413766,3.03,0.41,,445.0,3560.0,4.85
CONFIRMED,6.41362,2.36,0.3,,,,
CONFIRMED,6.414008,2.9,0.39,,,3620.0,4.86
CONFIRMED,21.750264,2.18,0.4,2.0,,3654.47,
CONFIRMED,7.385453,2.0,0.66,,,,
CONFIRMED,7.387066,1.795,0.59,,,4396.0,4.73
CONFIRMED,7.38795716,,0.67,,,4259.0,4.61
CONFIRMED,7.387073,1.84,0.62,35.3,,4367.83,
CONFIRMED,7.385655,1.97,0.65,,601.0,4339.0,4.66
CONFIRMED,7.38711,1.92,0.62,,,,
CONFIRMED,7.387,,0.67,,,4259.0,4.61
CONFIRMED,3.588158,9.1,0.75,,,,
CONFIRMED,3.588165,8.66,0.68,105.6,,4387.84,
CONFIRMED,3.588,,0.98,,,5036.0,4.38
CONFIRMED,3.588163,8.37,0.66,,809.0,4575.0,4.65
CONFIRMED,3.588162,12.72,0.98,,,,
CONFIRMED,5.675814,1.203,0.65,,,4621.0,4.7
CONFIRMED,5.67556,1.117,0.58,,,,
CONFIRMED,5.675819,1.42,0.78,68.8,,4469.51,
CONFIRMED,8.239493,1.04,0.36,4.5,,3459.09,
CONFIRMED,8.23981,0.661,0.21,,,,
CONFIRMED,40.062771,2.29,0.88,,,5508.0,
CONFIRMED,40.0603,2.7,1.09,22.8,,5727.0,4.33
CONFIRMED,39.91488,1.89,0.78,,511.0,5698.0,
CONFIRMED,2.49412,1.25,0.74,136.4,,4356.47,
CONFIRMED,2.494161,1.062,0.64,,,4528.0,4.62
CONFIRMED,2.494206,1.22,0.66,,,,
CONFIRMED,0.369311,1.762,0.77,,,5113.0,4.5
CONFIRMED,0.36931,1.7,0.75,,2062.0,5245.0,4.61
CONFIRMED,0.3693038,1.69,0.76,4070.0,2223.0,5120.0,
CONFIRMED,0.3693038,1.81,0.81,,,5200.0,4.62
CONFIRMED,0.36930572,2.134,0.76,3842.34,2008.0,5129.0,4.62
CONFIRMED,0.369311,1.5,0.81,,,5200.0,4.6
CONFIRMED,0.369,1.651,0.74,,,5200.0,4.62
CONFIRMED,9.173866,6.865,2.16,,,5035.0,3.8
CONFIRMED,9.1751,14.572,3.85,,,4840.0,3.3
CONFIRMED,9.172616,,3.85,,,4840.0,3.3
CONFIRMED,9.1708,12.207,4.11,,1586.0,4878.0,3.35
CONFIRMED,9.1720535,9.029,3.79,293.37,1152.0,4933.0,4.44
CONFIRMED,,14.572,3.85,,,,
CONFIRMED,3.0712,1.31,0.47,,,3655.0,
CONFIRMED,3.07133,1.34,0.46,,,3655.0,
CONFIRMED,4.8682,1.48,0.47,,,3655.0,
CONFIRMED,4.86784,1.603,0.46,,,3655.0,
CONFIRMED,11.02454,2.003,0.46,,,3655.0,
CONFIRMED,11.0248821,2.468,0.46,48.33,734.0,3798.0,4.77
CONFIRMED,11.0234,2.02,0.47,,,3655.0,
CONFIRMED,26.5841,1.73,0.46,1.8,296.0,3655.0,
CONFIRMED,7.975292,0.99,0.66,,553.0,4499.0,4.66
CONFIRMED,7.9757,1.05,0.72,,,4359.0,4.54
CONFIRMED,7.9752,1.014,0.68,33.5,610.0,4500.0,4.68
CONFIRMED,17.30713,3.0,0.68,11.91,470.0,4500.0,4.68
CONFIRMED,17.307137,2.91,0.66,,425.0,4499.0,4.66
CONFIRMED,17.3070631,3.728,0.77,31.26,658.0,4230.6,4.48
CONFIRMED,17.307013,,0.71,,,4364.0,4.63
CONFIRMED,17.3077,3.03,0.71,11.9,,4364.0,4.63
CONFIRMED,17.30681,3.14,0.72,,,4359.0,4.54
CONFIRMED,25.5715,1.55,0.72,,,4359.0,4.54
CONFIRMED,25.575065,1.45,0.66,,373.0,4499.0,4.66
CONFIRMED,25.575,1.565,0.68,7.07,420.0,4500.0,4.68
CONFIRMED,0.179719,0.64,0.29,,,3697.0,5.0
CONFIRMED,0.179715,0.89,0.44,,1471.0,3492.0,4.82
CONFIRMED,2.35321,1.49,0.84,424.51,1157.0,5283.0,4.54
CONFIRMED,2.35309,1.51,0.86,,,5356.3,4.54
CONFIRMED,2.35322,1.57,0.86,486.0,,5378.0,4.59
CONFIRMED,3.56004,2.299,0.86,,,5356.3,4.54
CONFIRMED,3.55987,2.52,0.86,279.0,,5378.0,4.59
CONFIRMED,3.56015,2.26,0.84,248.95,1012.0,5283.0,4.54
CONFIRMED,5.40478,2.66,0.86,160.0,,5378.0,4.59
CONFIRMED,5.40479,2.39,0.86,,,5356.3,4.54
CONFIRMED,5.40484,2.46,0.84,147.12,888.0,5283.0,4.54
CONFIRMED,8.26144,3.29,0.86,91.1,,5378.0,4.59
CONFIRMED,8.26147,3.11,0.84,77.79,757.0,5283.0,4.54
CONFIRMED,8.26146,3.39,0.86,,,5356.3,4.54
CONFIRMED,8.2616616,3.31,0.86,66.26,794.0,5281.0,4.53
CONFIRMED,12.75758,2.73,0.84,43.02,653.0,5283.0,4.54
CONFIRMED,12.75758,2.904,0.86,,,5356.3,4.54
CONFIRMED,12.75759,2.81,0.86,51.0,,5378.0,4.59
CONFIRMED,41.96645,3.18,0.84,9.29,445.0,5283.0,4.54
CONFIRMED,41.96797,3.013,0.86,,,5356.3,4.54
CONFIRMED,28.38236,9.057,0.86,,565.0,5340.0,4.5
CONFIRMED,28.38246,9.62,0.91,,,,
CONFIRMED,28.382206,9.5,0.93,,,,
CONFIRMED,28.380619,9.11,0.88,,524.0,5370.0,4.54
CONFIRMED,28.382071,9.268,0.87,,,5425.0,4.66
CONFIRMED,8.36802,4.81,0.45,,488.0,3789.0,
CONFIRMED,8.36779,8.51,0.71,,,,
CONFIRMED,8.3688168,6.65,0.56,,,3879.0,
CONFIRMED,8.368791,7.49,0.62,5.5,,3970.42,
CONFIRMED,8.36926,4.48,0.39,8.0,,3866.0,4.89
CONFIRMED,6.569213,13.046,1.05,,,5637.0,4.33
CONFIRMED,6.5693,12.274,0.99,188.5,1114.0,5654.0,4.45
CONFIRMED,6.56918,12.25,0.99,,957.0,5705.0,4.45
CONFIRMED,6.569188,13.563,1.06,204.0,962.0,5585.0,4.4
CONFIRMED,6.5692045,,0.99,,,5654.0,4.45
CONFIRMED,0.2803244,1.51,0.68,,,4599.0,4.62
CONFIRMED,0.2803244,1.51,0.68,3260.0,2103.0,4570.0,
CONFIRMED,0.28,1.493,0.69,,,4599.0,4.62
CONFIRMED,0.2803246,1.648,0.72,3967.92,2211.0,4477.0,4.56
CONFIRMED,0.2803226,1.54,0.67,,2039.0,4373.0,4.58
CONFIRMED,7.7485,7.0,0.68,,,4599.0,4.62
CONFIRMED,7.7485,7.0,0.68,39.1,695.0,4570.0,
CONFIRMED,2.643528,1.47,0.23,,,,
CONFIRMED,2.6446,2.05,0.33,,,3385.0,
CONFIRMED,2.64484,1.83,0.33,,,3359.0,4.9
CONFIRMED,2.644646,2.2,0.35,20.7,,3385.0,4.91
CONFIRMED,2.644661,2.15,0.33,,534.0,3398.0,4.92
CONFIRMED,2.645,,0.33,,,3359.0,4.9
CONFIRMED,2.644259,1.38,0.23,,,,
CONFIRMED,2.6698,2.25,0.35,,,3385.0,4.91
CONFIRMED,2.644845,10.7,0.5,,,,
CONFIRMED,4.00498,2.19,0.33,,,3385.0,
CONFIRMED,3.9663,2.59,0.35,,,3385.0,4.91
CONFIRMED,0.961917,1.38,0.55,200.1,,3672.0,4.72
CONFIRMED,0.961916,0.82,0.31,,,,
CONFIRMED,0.961918,0.73,0.31,,,3775.0,5.0
CONFIRMED,4.38395,1.33,0.63,48.8,,4079.0,4.65
CONFIRMED,4.38393,0.701,0.37,,,,
CONFIRMED,6.92251,0.9,0.37,,,,
CONFIRMED,6.9226,1.73,0.63,26.5,,4079.0,4.65
CONFIRMED,9.7579,1.64,0.63,16.8,,4079.0,4.65
CONFIRMED,9.75833,0.88,0.37,,,,
CONFIRMED,11.332,1.64,0.57,7.0,,3745.0,4.71
CONFIRMED,11.808398,3.1,0.76,,,4992.0,
CONFIRMED,11.8097,2.84,0.78,48.0,,5314.0,4.57
CONFIRMED,11.8104,2.48,0.68,,676.0,5131.0,
CONFIRMED,11.81004,3.08,0.8,,,,
CONFIRMED,10.59357,2.0,0.44,4.9,,3499.0,4.82
CONFIRMED,10.59366,1.71,0.36,,,,
CONFIRMED,3.835592,1.35,0.43,20.8,,3585.0,4.82
CONFIRMED,3.835376,1.5,0.45,,,,
CONFIRMED,3.83553,1.054,0.32,,,,
CONFIRMED,3.835476,1.49,0.45,,566.0,3695.0,4.8
CONFIRMED,32.6479,2.29,0.61,,337.0,4044.0,4.67
CONFIRMED,32.6527,2.81,0.63,2.9,,3940.0,4.66
CONFIRMED,7.51574,2.0,0.53,,497.0,3845.0,4.73
CONFIRMED,7.51554,2.0,0.49,11.8,,3720.0,4.76
CONFIRMED,3.67626,1.99,0.63,,715.0,4097.0,4.65
CONFIRMED,3.67635,2.23,0.65,57.5,,3978.0,4.64
CONFIRMED,7.95486,2.07,0.63,,552.0,4097.0,4.65
CONFIRMED,7.95478,2.1,0.65,20.5,,3978.0,4.64
CONFIRMED,6.34365,1.55,0.53,19.9,,3919.0,4.73
CONFIRMED,6.342,1.8,0.58,,708.0,4258.0,4.6
CONFIRMED,13.85,2.6,0.58,,583.0,4258.0,4.6
CONFIRMED,13.85402,1.95,0.53,7.0,,3919.0,4.73
CONFIRMED,13.85151581,2.365,0.66,9.76,451.0,3893.47,4.58
CONFIRMED,13.853487,,0.53,,,3919.0,4.73
CONFIRMED,40.718,1.9,0.58,,381.0,4258.0,4.6
CONFIRMED,40.6835,1.64,0.53,1.67,,3919.0,4.73
CONFIRMED,0.813143,1.1,0.62,,,4460.0,4.7
CONFIRMED,0.81314,1.15,0.66,,1347.0,4597.0,4.62
CONFIRMED,0.813149,1.144,0.62,,,4460.0,4.68
CONFIRMED,0.365261,1.0,0.88,,,5456.0,4.5
CONFIRMED,0.365257,1.055,0.88,,,5456.0,4.55
CONFIRMED,10.062106,2.635,0.89,,,5489.0,4.46
CONFIRMED,10.06049,2.64,0.95,,794.0,5503.0,4.45
CONFIRMED,5.90279,1.28,0.95,,948.0,5503.0,4.45
CONFIRMED,12.421078,2.208,0.83,,,5419.0,4.57
CONFIRMED,12.42205,2.26,0.83,,684.0,5425.0,4.56
CONFIRMED,7.62067,2.13,0.64,,710.0,4761.0,
CONFIRMED,7.6188,2.02,0.66,44.5,658.0,4742.0,4.51
CONFIRMED,7.61856,1.96,0.67,47.7,,4800.0,4.63
CONFIRMED,7.62117,1.87,0.54,,,,
CONFIRMED,7.6196574,2.39,0.71,,,4620.0,
CONFIRMED,19.0702,1.84,0.54,,,,
CONFIRMED,19.07863,2.54,0.66,13.1,485.0,4742.0,4.51
CONFIRMED,19.07454,2.58,0.71,,,4620.0,
CONFIRMED,19.077,2.19,0.67,14.0,,4800.0,4.63
CONFIRMED,19.07536,2.14,0.64,,523.0,4761.0,
CONFIRMED,3.705871,3.178,0.91,,,5649.0,4.61
CONFIRMED,9.283188,6.117,2.57,,,4972.0,3.63
CONFIRMED,9.45889,1.44,0.69,,631.0,4842.0,4.63
CONFIRMED,9.457747,1.486,0.73,,,4885.0,4.71
CONFIRMED,6.673117,2.466,0.76,,,4937.0,4.71
CONFIRMED,17.355681,1.81,1.06,,,5894.0,
CONFIRMED,17.355066,3.249,2.2,,,5791.0,3.81
CONFIRMED,17.3678,1.93,1.27,,,,
CONFIRMED,2.354992,1.274,0.8,,,5185.0,4.46
CONFIRMED,4.382745,1.554,0.8,,,5185.0,4.46
CONFIRMED,14.06660141,3.191,0.84,37.08,629.0,5141.67,4.53
CONFIRMED,14.101361,2.648,0.8,,,5185.0,4.46
CONFIRMED,8.527219,1.823,1.2,,,5922.0,4.24
CONFIRMED,8.52695,2.19,1.61,,1140.0,5960.0,4.09
CONFIRMED,9.9785275,2.34,1.5,,,5908.0,3.88
CONFIRMED,9.975403,2.13,1.18,,,6063.0,
CONFIRMED,9.977481,2.819,1.83,,,5908.0,3.88
CONFIRMED,9.97748,2.3,1.49,317.0,1174.0,6011.0,
CONFIRMED,9.97857,2.264,1.46,229.0,1131.0,6141.0,4.24
CONFIRMED,9.97833193,2.052,1.47,300.96,1062.0,6073.5,4.1
CONFIRMED,15.85412,2.34,0.88,,,5495.0,
CONFIRMED,15.853989,2.144,0.87,,,5554.0,4.46
CONFIRMED,15.8523,1.86,0.83,,766.0,5502.7,
CONFIRMED,15.8523,2.19,0.9,,,,
CONFIRMED,6.38092,1.341,0.98,,,,
CONFIRMED,6.37961,1.41,0.83,,,5347.0,
CONFIRMED,6.380803,1.273,0.92,,,5548.0,4.56
CONFIRMED,17.96753,2.23,0.66,,487.0,4320.0,
CONFIRMED,17.9654,1.53,0.48,4.91,,4102.0,4.8
CONFIRMED,17.969029,2.03,0.63,10.5,,4118.41,
CONFIRMED,17.968216,2.15,0.63,,,4151.0,
CONFIRMED,17.969079,1.948,0.6,,,4382.0,4.71
CONFIRMED,17.96832,1.78,0.56,,,,
CONFIRMED,7.576544,1.418,0.98,,,5748.0,4.34
CONFIRMED,7.5734,1.62,1.08,,,,
CONFIRMED,7.5767206,1.5,0.98,,,5749.0,
CONFIRMED,12.400047,1.802,0.98,,,5748.0,4.34
CONFIRMED,12.3988,2.01,1.08,,,,
CONFIRMED,12.400731,1.92,0.98,,,5749.0,
CONFIRMED,5.6228,3.71,2.38,,,,
CONFIRMED,5.628466,2.687,1.72,,,5250.0,3.95
CONFIRMED,5.6315915,1.23,0.77,,,5032.0,
CONFIRMED,14.317001,1.8,0.86,,,5449.0,
CONFIRMED,14.3181,1.69,0.82,,,,
CONFIRMED,14.316941,1.666,0.87,,,5569.0,4.61
CONFIRMED,29.626,,0.86,,,5547.0,4.56
CONFIRMED,29.62682,3.206,0.87,,,5569.0,4.61
CONFIRMED,29.6245,3.02,0.82,,,,
CONFIRMED,29.626402,3.41,0.86,,,5449.0,
CONFIRMED,5.868699,1.608,0.84,,,5580.0,4.52
CONFIRMED,5.86639571,,1.0,,,5573.35,4.43
CONFIRMED,19.5661401,,0.76,,,4246.81,4.5
CONFIRMED,19.564,2.59,0.67,,,4581.0,4.64
CONFIRMED,19.56236,2.78,0.67,,,,
CONFIRMED,19.5624363,3.327,0.76,95.77,871.0,4246.8,4.5
CONFIRMED,19.562307,2.6,0.68,,455.0,4455.0,4.62
CONFIRMED,19.562743,2.492,0.64,,,4500.0,4.62
CONFIRMED,19.56325,2.59,0.76,,,4246.81,4.5
CONFIRMED,9.525988,2.038,1.42,,,5909.0,4.11
CONFIRMED,5.32944,1.55,0.91,,,,
CONFIRMED,5.329439,1.491,0.86,,,5428.0,4.63
CONFIRMED,14.155185,2.116,1.21,,,6063.0,4.38
CONFIRMED,8.74809,3.83,0.94,,,,
CONFIRMED,8.747818,3.558,0.89,,,5525.0,4.55
CONFIRMED,5.172191,2.513,0.77,,,5015.0,4.63
CONFIRMED,5.17222,2.12,0.64,,,,
CONFIRMED,5.17110937,,0.71,,,5071.98,4.66
CONFIRMED,32.92801934,,0.44,,,3464.0,4.79
CONFIRMED,32.94171,1.4,0.25,,,,
CONFIRMED,32.94488,2.24,0.39,,272.0,3503.0,
CONFIRMED,32.93963,2.38,0.41,,235.0,3457.0,
CONFIRMED,32.93815571,2.532,0.44,1.09,260.0,3464.0,4.79
CONFIRMED,32.940045,2.61,0.44,1.0,255.0,3457.0,
CONFIRMED,32.939623,2.37,0.41,,284.0,3457.0,
CONFIRMED,32.947328,2.17,0.36,,,3440.0,
CONFIRMED,32.9418,2.28,0.4,0.95,,3496.0,4.86
CONFIRMED,32.939614,2.279,0.41,1.05,,3457.0,
CONFIRMED,8.962,,0.41,,363.0,3457.0,
CONFIRMED,8.8665,2.242,0.69,67.0,729.0,5110.0,4.3
CONFIRMED,8.866,,0.7,,,5368.0,4.72
CONFIRMED,8.865932,2.41,0.68,,,5263.0,4.7
CONFIRMED,8.86528861,4.285,0.7,53.99,691.0,5368.0,4.72
CONFIRMED,8.86638,2.51,0.69,,,,
CONFIRMED,8.867209,2.31,0.72,,731.0,5358.0,4.58
CONFIRMED,8.867259,4.4,0.65,,,,
CONFIRMED,8.8656511,2.52,0.72,,802.0,5306.0,4.57
CONFIRMED,6.894252,2.706,1.0,,,5609.0,4.46
CONFIRMED,6.89424037,,1.06,,,5573.0,4.38
CONFIRMED,6.893,,1.06,,,5573.0,4.38
CONFIRMED,6.894287,2.8,1.11,,,,
CONFIRMED,6.894256,2.84,1.07,,962.0,5608.0,4.38
CONFIRMED,6.89442,3.17,1.07,,,,
CONFIRMED,4.736893,2.86,0.82,,,,
CONFIRMED,4.737,,0.79,,,5180.6,4.59
CONFIRMED,4.7369669,2.939,0.79,307.52,1166.0,5069.2,4.46
CONFIRMED,4.7369683,2.69,0.79,146.9,969.0,5170.0,4.61
CONFIRMED,4.736837,2.76,0.8,,885.0,5165.0,4.58
CONFIRMED,4.7369729,2.7,0.8,,982.0,5181.0,4.56
CONFIRMED,4.73730765,,0.79,,,5180.6,4.59
CONFIRMED,4.736884,2.767,0.79,,,5159.0,4.59
CONFIRMED,4.736834,2.9,0.82,,,,
CONFIRMED,0.469287,1.46,0.98,,,,
CONFIRMED,0.469285,1.1,0.87,,,5482.0,4.6
CONFIRMED,0.469269,2.599,0.87,,,5482.0,4.6
CONFIRMED,10.793471,2.511,0.87,,,5482.0,4.6
CONFIRMED,10.787992,2.3,0.87,,,5482.0,4.6
CONFIRMED,10.792,,0.97,,,5436.47,4.44
CONFIRMED,10.792613,2.7,0.92,,,,
CONFIRMED,10.79274,3.45,0.98,,,,
CONFIRMED,10.792635,2.87,0.97,,787.0,5519.0,4.43
CONFIRMED,10.7930529,,0.97,,,5436.47,4.44
CONFIRMED,22.634594,17.4,0.92,,,,
CONFIRMED,22.620344,2.3,0.87,,,5482.0,4.6
CONFIRMED,22.629496,2.541,0.87,,,5482.0,4.6
CONFIRMED,22.6302,5.2,0.98,,,,
CONFIRMED,22.631964,2.86,0.97,,615.0,5519.0,4.43
CONFIRMED,16.99291698,,0.77,,,5237.31,4.62
CONFIRMED,16.996,1.4,0.82,,,,
CONFIRMED,16.995731,1.55,0.78,,580.0,5220.0,4.59
CONFIRMED,16.994,,0.77,,,5237.31,4.62
CONFIRMED,16.993435,1.538,0.76,,,5252.0,4.63
CONFIRMED,16.995848,1.6,0.79,,,,
CONFIRMED,16.9780102,1.47,0.75,,533.0,5245.0,4.62
CONFIRMED,10.6161,1.19,0.89,,,,
CONFIRMED,10.616384,1.15,0.94,,809.0,5788.0,4.48
CONFIRMED,10.616646,1.313,0.91,,,5722.0,4.58
CONFIRMED,52.7099,2.48,0.89,,,,
