status,orbital_period,planet_radius,stellar_radius,insolation_flux,equilibrium_temperature,stellar_effective_temperature,stellar_surface_gravity
CANDIDATE,6.2141496,4.27,3.152,1216.48,1506.0,5295.0,3.617
CONFIRMED,31.5888979,2.59,1.367,51.02,682.0,5866.0,4.175
CONFIRMED,7.72085047,2.53,1.177,257.14,1021.0,5887.0,4.29
CONFIRMED,4.19577385,3.02,1.005,283.78,1047.0,5229.0,4.378
FALSE POSITIVE,5.71483873,1.26,0.755,118.73,842.0,5193.0,4.535
CONFIRMED,7.1329472,1.64,1.307,349.21,1102.0,5862.0,4.194
CONFIRMED,8.91901228,1.84,1.307,258.92,1023.0,5862.0,4.194
CONFIRMED,11.8984948,1.69,1.307,176.27,929.0,5862.0,4.194
CONFIRMED,23.1274171,1.44,1.066,46.89,667.0,5865.0,4.393
FALSE POSITIVE,2.63009438,25.55,1.091,1135.97,1480.0,6338.0,4.418
FALSE POSITIVE,9.40527028,25.39,0.996,182.72,938.0,6347.0,4.464
CONFIRMED,5.132486123,1.69,0.578,27.41,584.0,3879.0,4.707
CONFIRMED,8.77997349,2.12,0.764,61.24,713.0,5191.0,4.597
CONFIRMED,57.6896212,5.14,1.049,16.19,512.0,6228.0,4.441
CONFIRMED,25.5638626,4.0,1.049,47.94,671.0,6228.0,4.441
CONFIRMED,77.086191,29.77,1.049,11.0,464.0,6228.0,4.441
CANDIDATE,6.78341325,20.75,8.769,11295.61,2628.0,5096.0,2.435
CANDIDATE,2.508116,12.28,8.769,42618.46,3662.0,5096.0,2.435
CANDIDATE,0.496069986,10.0,8.769,369989.68,6285.0,5096.0,2.435
CONFIRMED,42.4269647,3.44,1.013,14.33,496.0,5330.0,4.366
CONFIRMED,198.680859,2.79,1.013,1.83,297.0,5330.0,4.366
CONFIRMED,1.434745129,1.5,1.064,1813.0,1664.0,5806.0,4.4
CONFIRMED,9.76293284,1.94,0.816,57.59,703.0,5052.0,4.503
CONFIRMED,58.601926,2.06,1.019,15.8,508.0,6250.0,4.44
CONFIRMED,25.0823402,2.26,1.262,85.76,776.0,6429.0,4.241
CONFIRMED,89.7224125,2.21,1.262,15.69,508.0,6429.0,4.241
CONFIRMED,78.0998908,3.37,1.284,12.52,480.0,5779.0,4.238
CONFIRMED,4.27103727,1.22,0.906,356.54,1108.0,5984.0,4.521
CONFIRMED,2.892216772,1.31,0.615,93.66,794.0,4229.0,4.655
CONFIRMED,187.746606,2.95,0.753,1.2,267.0,5303.0,4.55
CONFIRMED,2.543063763,1.26,1.029,716.3,1319.0,5579.0,4.389
CANDIDATE,3.66520844,0.82,1.029,439.57,1168.0,5579.0,4.389
CONFIRMED,2.168451063,2.41,1.109,1389.18,1558.0,6153.0,4.382
CONFIRMED,6.42199919,1.25,0.981,236.21,1000.0,5985.0,4.468
CONFIRMED,9.75374033,1.87,0.899,103.3,813.0,5806.0,4.528
CONFIRMED,81.3153052,2.55,0.975,5.64,393.0,5325.0,4.39
CONFIRMED,51.3283527,3.06,1.119,21.06,546.0,6119.0,4.353
CONFIRMED,19.7919389,2.58,1.039,69.48,736.0,6285.0,4.441
CONFIRMED,5.03728033,1.55,1.381,720.22,1321.0,6387.0,4.271
CONFIRMED,3.289726319,1.37,0.91,367.18,1116.0,5463.0,4.492
CONFIRMED,7.18644594,2.19,0.91,129.48,860.0,5463.0,4.492
FALSE POSITIVE,4.15713766,1.17,1.324,908.82,1401.0,6470.0,4.301
CONFIRMED,15.94248453,2.62,0.806,34.06,616.0,5376.0,4.576
CONFIRMED,12.33087921,2.34,0.806,47.99,671.0,5376.0,4.576
CONFIRMED,4.421566535,2.19,0.697,66.94,729.0,4299.0,4.604
CONFIRMED,15.72585941,2.69,0.755,31.13,602.0,5332.0,4.597
CONFIRMED,1.252753881,2.44,1.705,5545.35,2199.0,5907.0,4.041
CONFIRMED,13.36019864,1.84,0.688,17.3,520.0,4500.0,4.638
FALSE POSITIVE,3.2136904,1.22,1.579,1515.7,1591.0,6184.0,4.151
CONFIRMED,0.571038347,1.65,0.886,3069.59,1897.0,5132.0,4.457
CONFIRMED,8.77425786,1.75,0.905,83.63,771.0,5146.0,4.445
CONFIRMED,4.51005082,1.74,1.032,301.74,1063.0,5362.0,4.352
CONFIRMED,37.6468519,5.37,2.652,90.85,787.0,5443.0,3.74
CONFIRMED,29.4557841,2.19,0.949,30.3,598.0,6036.0,4.491
CANDIDATE,42.3375799,1.45,0.581,2.21,311.0,4132.0,4.682
CONFIRMED,23.3593589,2.98,1.009,51.68,684.0,6244.0,4.46
CONFIRMED,9.69310837,2.12,0.618,32.4,609.0,4818.0,4.639
FALSE POSITIVE,2.87066026,1.72,0.796,484.17,1196.0,5910.0,4.578
FALSE POSITIVE,24.2598301,25.42,0.805,21.13,547.0,5485.0,4.574
CONFIRMED,8.79618433,1.77,1.046,183.26,938.0,6142.0,4.456
CONFIRMED,16.85592593,1.7,0.587,6.52,408.0,3967.0,4.674
CONFIRMED,14.36270451,2.31,1.216,167.88,918.0,6643.0,4.357
CONFIRMED,69.8956789,3.04,1.104,8.99,442.0,5390.0,4.303
CONFIRMED,6.24667547,14.93,6.221,3095.83,1902.0,4604.0,2.936
FALSE POSITIVE,43.501748,10.1,6.221,232.53,996.0,4604.0,2.936
CONFIRMED,42.3006282,2.54,1.129,22.94,558.0,5852.0,4.353
CONFIRMED,55.1866213,2.47,1.267,24.56,568.0,6178.0,4.269
CANDIDATE,20.1890396,1.39,1.267,93.89,794.0,6178.0,4.269
CONFIRMED,8.48651582,1.34,1.267,298.03,1060.0,6178.0,4.269
FALSE POSITIVE,1.728528176,5.07,3.279,12977.86,2720.0,6153.0,3.597
CONFIRMED,14.97436238,1.28,0.8,37.53,631.0,5311.0,4.532
CONFIRMED,23.5541012,2.33,2.286,859.63,1381.0,9565.0,4.088
FALSE POSITIVE,4.27121961,2.17,0.67,97.84,802.0,4702.0,4.602
CONFIRMED,41.6977582,2.26,0.87,13.45,488.0,5730.0,4.545
FALSE POSITIVE,1.306984786,18.33,1.026,2230.29,1754.0,6102.0,4.457
FALSE POSITIVE,1.877350712,1.46,1.059,1755.2,1650.0,6382.0,4.432
CONFIRMED,4.79029482,1.01,0.843,183.02,938.0,5412.0,4.562
CONFIRMED,38.6715843,2.45,0.913,15.03,502.0,5432.0,4.42
CONFIRMED,8.32651854,1.8,1.0,182.69,938.0,6057.0,4.45
CONFIRMED,2.949029106,1.48,0.807,263.92,1027.0,4983.0,4.512
CONFIRMED,37.8658964,2.01,1.017,20.61,543.0,5757.0,4.431
CONFIRMED,10.32736351,1.25,1.017,116.56,838.0,5757.0,4.431
CONFIRMED,11.93205399,1.83,1.391,158.22,905.0,5711.0,4.221
CONFIRMED,7.54235832,1.59,1.391,292.19,1054.0,5711.0,4.221
CONFIRMED,3.61460279,1.14,1.391,776.7,1347.0,5711.0,4.221
CONFIRMED,13.15140223,1.87,1.636,243.84,1008.0,6154.0,4.12
CONFIRMED,18.5084526,29.33,0.938,51.32,683.0,5942.0,4.506
CANDIDATE,44.7055876,72.59,0.938,15.83,509.0,5942.0,4.506
FALSE POSITIVE,7.47763833,2.05,1.953,776.56,1346.0,5957.0,3.849
CONFIRMED,42.1918331,2.35,1.08,18.08,526.0,5520.0,4.339
CONFIRMED,59.9809868,2.81,1.383,24.58,568.0,6103.0,4.202
CONFIRMED,25.7457957,1.73,1.383,75.97,753.0,6103.0,4.202
CONFIRMED,11.92979348,2.43,0.921,83.04,770.0,5831.0,4.517
CONFIRMED,4.3394569,2.11,1.013,300.07,1061.0,5330.0,4.366
CONFIRMED,2.852348262,1.66,0.433,34.95,621.0,3731.0,4.83
FALSE POSITIVE,2.11552348,21.43,0.951,900.64,1398.0,5900.0,4.509
CONFIRMED,4.5620407,2.82,2.506,1306.97,1533.0,5343.0,3.764
CANDIDATE,6.68231249,2.09,2.506,784.74,1350.0,5343.0,3.764
CANDIDATE,7.5966998,1.32,1.091,204.34,964.0,5716.0,4.343
FALSE POSITIVE,2.392630668,1.33,1.091,955.41,1418.0,5716.0,4.343
CONFIRMED,17.6700291,2.89,1.247,86.37,778.0,5795.0,4.265
FALSE POSITIVE,2.84573962,3.63,2.372,2645.94,1829.0,5557.0,3.792
CONFIRMED,108.593113,1.68,0.921,4.64,374.0,5678.0,4.409
CONFIRMED,199.66876,1.45,0.921,2.06,305.0,5678.0,4.409
CONFIRMED,10.66489514,1.76,1.021,132.15,865.0,6014.0,4.436
CONFIRMED,17.7838298,1.6,1.021,66.87,729.0,6014.0,4.436
CANDIDATE,28.2251049,1.59,1.021,36.13,625.0,6014.0,4.436
CONFIRMED,5.1233204,1.65,0.982,231.12,994.0,5364.0,4.394
FALSE POSITIVE,7.01476115,1.02,0.87,175.85,928.0,5912.0,4.501
CONFIRMED,61.6174528,3.36,0.931,7.67,424.0,5480.0,4.485
CONFIRMED,24.3398202,5.09,1.466,69.79,737.0,5596.0,4.105
CONFIRMED,76.5369531,3.73,1.466,15.15,503.0,5596.0,4.105
CONFIRMED,3.28192056,1.6,1.162,728.9,1326.0,5859.0,4.335
CONFIRMED,12.51610549,1.87,1.162,122.54,848.0,5859.0,4.335
CONFIRMED,5.45298742,0.92,0.842,158.12,904.0,5450.0,4.563
CONFIRMED,3.26662733,0.68,0.842,312.85,1072.0,5450.0,4.563
CONFIRMED,4.27226421,0.64,0.842,218.63,981.0,5450.0,4.563
CANDIDATE,2.19251903,0.37,0.842,533.25,1225.0,5450.0,4.563
FALSE POSITIVE,0.941603153,2.29,0.837,1575.78,1608.0,5237.0,4.481
CONFIRMED,3.53232429,1.43,0.956,427.65,1159.0,5761.0,4.492
CONFIRMED,10.44087398,3.41,0.981,111.52,829.0,5738.0,4.426
CONFIRMED,116.583183,2.91,0.981,4.47,371.0,5738.0,4.426
CONFIRMED,37.8154157,1.21,0.705,6.09,401.0,4856.0,4.624
CONFIRMED,53.5783052,1.16,0.705,3.82,357.0,4856.0,4.624
CANDIDATE,6.69332825,2.44,0.637,32.54,609.0,4245.0,4.641
CONFIRMED,33.1362861,2.05,0.637,3.86,357.0,4245.0,4.641
CONFIRMED,7.72513619,1.71,0.637,26.91,581.0,4245.0,4.641
CANDIDATE,3.01609637,0.96,0.637,94.1,795.0,4245.0,4.641
CONFIRMED,26.8475962,3.2,1.988,96.89,800.0,5508.0,3.897
CONFIRMED,72.3826983,4.21,1.988,25.83,575.0,5508.0,3.897
CONFIRMED,62.8917493,2.5,0.855,5.13,384.0,5052.0,4.48
FALSE POSITIVE,6.49676881,3.74,3.049,2273.36,1761.0,6418.0,3.658
CONFIRMED,14.87149773,1.59,0.524,5.51,391.0,3825.0,4.749
CONFIRMED,2.732767897,1.42,0.524,52.68,687.0,3825.0,4.749
CONFIRMED,11.55562042,2.11,0.85,57.75,703.0,5420.0,4.555
CONFIRMED,12.2885046,3.22,1.671,164.61,913.0,5109.0,3.96
CONFIRMED,17.13263125,2.31,0.794,32.91,611.0,5477.0,4.578
CONFIRMED,19.0231361,2.04,0.954,41.5,647.0,5569.0,4.459
CONFIRMED,4.57948235,1.35,0.954,276.82,1040.0,5569.0,4.459
FALSE POSITIVE,150.381954,2.26,0.954,2.63,325.0,5569.0,4.459
FALSE POSITIVE,2.057499811,1.27,0.736,273.84,1037.0,4620.0,4.564
CANDIDATE,95.906433,2.17,0.736,1.63,288.0,4620.0,4.564
CONFIRMED,76.957056,2.09,1.041,9.81,451.0,5878.0,4.363
CANDIDATE,14.97974335,3.79,0.853,34.95,620.0,5062.0,4.481
FALSE POSITIVE,10.5856758,1.49,1.092,163.41,912.0,6246.0,4.433
FALSE POSITIVE,2.69633621,15.78,0.923,749.66,1334.0,6106.0,4.496
CANDIDATE,33.35859852,4.44,0.799,10.46,459.0,5009.0,4.515
FALSE POSITIVE,11.2580745,2.14,0.586,14.44,497.0,4257.0,4.691
CONFIRMED,8.84784273,1.15,0.552,12.48,479.0,3867.0,4.718
FALSE POSITIVE,1.541350116,1.5,0.784,619.14,1273.0,5150.0,4.59
CONFIRMED,2.361724472,1.53,0.651,170.59,922.0,4478.0,4.615
CONFIRMED,34.7630543,1.75,0.95,22.23,554.0,5670.0,4.387
CONFIRMED,67.968656,1.71,0.95,9.09,443.0,5670.0,4.387
CANDIDATE,445.21685,1.37,0.95,0.74,237.0,5670.0,4.387
CONFIRMED,20.0545282,2.63,1.209,76.97,755.0,6056.0,4.332
CONFIRMED,30.0899459,2.25,1.209,44.79,660.0,6056.0,4.332
CONFIRMED,6.84978728,1.83,1.209,322.19,1081.0,6056.0,4.332
FALSE POSITIVE,1.205412526,12.6,1.122,3681.8,1988.0,6292.0,4.32
FALSE POSITIVE,1.710316235,23.38,1.096,1740.08,1647.0,6147.0,4.435
CONFIRMED,23.9210408,3.01,1.972,255.65,1020.0,7121.0,4.031
CONFIRMED,9.03326435,1.96,0.788,66.89,729.0,5311.0,4.588
CANDIDATE,3.05293416,1.18,0.788,284.82,1047.0,5311.0,4.588
CONFIRMED,3.17059731,1.69,0.843,321.28,1080.0,5431.0,4.563
FALSE POSITIVE,116.5214317,44.41,1.411,10.33,457.0,6056.0,4.179
CONFIRMED,0.813166357,1.14,0.887,1945.44,1693.0,5237.0,4.5
FALSE POSITIVE,1.99042642,1.17,1.005,1327.48,1539.0,6198.0,4.464
CONFIRMED,10.86062378,2.09,1.496,356.24,1108.0,6455.0,4.125
CONFIRMED,24.08632177,2.78,0.768,14.78,500.0,4973.0,4.537
CANDIDATE,1.834277283,1.64,0.958,1068.36,1459.0,5751.0,4.458
FALSE POSITIVE,67.230028,2.44,1.016,12.79,482.0,6157.0,4.418
CONFIRMED,2.344512589,0.97,1.132,1106.25,1471.0,5821.0,4.328
CONFIRMED,18.3027235,2.72,1.839,156.71,902.0,5528.0,3.892
CANDIDATE,35.502865,2.18,1.839,64.83,724.0,5528.0,3.892
CONFIRMED,2.888904439,1.68,0.759,215.06,976.0,4895.0,4.589
CONFIRMED,210.631486,3.23,0.759,0.71,234.0,4895.0,4.589
FALSE POSITIVE,0.805259637,1.93,1.022,4732.34,2115.0,6257.0,4.454
CONFIRMED,17.14648756,3.64,1.412,102.24,811.0,5559.0,4.127
CONFIRMED,3.97076603,1.6,0.778,198.43,958.0,5178.0,4.521
CONFIRMED,2.352273912,1.29,0.748,255.03,1019.0,4816.0,4.608
FALSE POSITIVE,22.0425953,28.78,1.26,78.85,760.0,5974.0,4.216
CONFIRMED,23.34036251,2.21,0.892,30.94,601.0,5530.0,4.425
CANDIDATE,37.8034121,2.95,0.819,10.57,460.0,5329.0,4.572
CONFIRMED,5.53533152,1.75,1.1,292.33,1054.0,5588.0,4.331
CONFIRMED,16.7261969,1.56,1.1,66.83,729.0,5588.0,4.331
CONFIRMED,3.757294695,1.23,0.716,139.89,877.0,4901.0,4.618
CONFIRMED,3.2828024,1.79,1.515,1093.39,1467.0,5640.0,4.087
CONFIRMED,5.02818253,2.03,1.515,620.0,1272.0,5640.0,4.087
CONFIRMED,1.897828815,1.73,1.515,2278.95,1761.0,5640.0,4.087
CANDIDATE,7.66462913,1.6,1.515,353.31,1106.0,5640.0,4.087
CONFIRMED,10.62788695,1.87,1.014,136.34,872.0,6082.0,4.445
CANDIDATE,34.135676,13.98,5.555,1281.86,1526.0,7818.0,3.365
CONFIRMED,1.104462494,1.6,0.753,898.79,1397.0,5002.0,4.543
CONFIRMED,3.73090026,1.48,0.95,383.51,1128.0,5709.0,4.489
CONFIRMED,2.787874175,2.33,1.727,993.06,1432.0,4827.0,3.942
CANDIDATE,8.46354384,2.51,0.887,99.37,805.0,5427.0,4.495
CONFIRMED,65.6480892,3.93,1.246,13.04,485.0,5565.0,4.251
FALSE POSITIVE,102.653705,39.16,1.698,23.66,562.0,6711.0,4.097
CONFIRMED,14.83340944,2.54,0.904,54.74,694.0,5570.0,4.471
FALSE POSITIVE,0.987338654,0.98,1.896,11973.87,2669.0,6258.0,3.939
FALSE POSITIVE,2.464160779,36.93,1.883,2018.62,1709.0,5238.0,3.84
CONFIRMED,101.1323475,3.87,1.016,4.91,380.0,5492.0,4.389
CANDIDATE,12.834857,1.73,1.016,76.96,755.0,5492.0,4.389
FALSE POSITIVE,1.811460943,2.83,1.008,1224.37,1508.0,5700.0,4.382
FALSE POSITIVE,2.35197616,21.19,1.003,1025.78,1444.0,6147.0,4.463
FALSE POSITIVE,0.861643331,1.88,0.688,1599.85,1613.0,5506.0,4.596
CONFIRMED,19.9865916,4.22,1.238,63.67,720.0,5500.0,4.218
CONFIRMED,12.12580644,2.5,1.238,123.78,851.0,5500.0,4.218
CONFIRMED,76.421501,2.81,1.19,10.11,455.0,5561.0,4.263
CONFIRMED,1.646801683,0.86,0.513,99.8,806.0,3810.0,4.753
FALSE POSITIVE,12.1097626,1.09,0.739,50.68,681.0,5437.0,4.547
CONFIRMED,7.16520428,2.31,1.103,270.34,1034.0,6174.0,4.417
CONFIRMED,1.755843555,1.94,0.829,771.02,1343.0,5569.0,4.566
CONFIRMED,5.18560081,2.34,1.471,705.79,1314.0,6172.0,4.198
CONFIRMED,8.45805119,2.52,1.471,367.05,1117.0,6172.0,4.198
CANDIDATE,31.4452709,4.55,1.471,63.78,721.0,6172.0,4.198
FALSE POSITIVE,19.7352868,49.24,1.045,72.08,743.0,6329.0,4.44
CONFIRMED,33.4698571,2.45,1.094,32.52,609.0,5912.0,4.342
CONFIRMED,11.89520436,1.33,0.992,90.77,787.0,5649.0,4.411
CONFIRMED,4.45743267,0.79,0.612,67.7,732.0,4487.0,4.644
CONFIRMED,2.81814715,1.3,0.787,298.2,1059.0,5167.0,4.555
CANDIDATE,0.76196247,1.08,0.787,1710.11,1638.0,5167.0,4.555
CANDIDATE,2.64622742,0.99,0.787,324.38,1082.0,5167.0,4.555
FALSE POSITIVE,13.37935853,6.65,2.702,896.56,1395.0,6739.0,3.712
CONFIRMED,2.935362067,3.15,0.823,258.48,1022.0,4922.0,4.505
CONFIRMED,0.626281766,1.76,0.823,2011.27,1711.0,4922.0,4.505
FALSE POSITIVE,13.26255423,3.55,0.935,81.56,766.0,5973.0,4.506
CONFIRMED,13.53953595,2.32,1.997,320.19,1079.0,6109.0,3.985
CONFIRMED,22.7082375,1.72,0.992,49.67,677.0,6170.0,4.472
FALSE POSITIVE,20.5696575,28.96,0.838,42.09,650.0,6098.0,4.562
CONFIRMED,7.97033985,1.81,0.818,116.77,839.0,5774.0,4.567
CONFIRMED,10.71253475,2.02,0.544,13.09,485.0,4175.0,4.715
CONFIRMED,32.5635249,2.05,0.859,13.63,490.0,5225.0,4.505
CONFIRMED,59.284064,1.81,0.859,6.14,401.0,5225.0,4.505
FALSE POSITIVE,4.52342256,1.7,1.058,482.25,1195.0,6211.0,4.437
CONFIRMED,12.19140405,2.46,0.967,80.01,763.0,5516.0,4.399
CONFIRMED,6.11784972,1.05,1.333,509.24,1211.0,6226.0,4.247
CONFIRMED,3.97599629,1.11,0.778,181.47,936.0,5143.0,4.561
FALSE POSITIVE,9.94221873,19.64,0.917,76.56,754.0,5213.0,4.434
CONFIRMED,29.9685917,1.91,1.076,40.76,644.0,6249.0,4.428
CONFIRMED,9.47850818,1.47,1.076,189.14,946.0,6249.0,4.428
CANDIDATE,15.5943758,1.08,1.076,97.35,801.0,6249.0,4.428
CONFIRMED,33.2407985,1.51,0.827,13.17,486.0,5382.0,4.571
CANDIDATE,7.25101997,0.91,0.827,100.18,807.0,5382.0,4.571
FALSE POSITIVE,2.97600846,2.27,2.088,3034.68,1892.0,6208.0,3.898
CONFIRMED,1.003931703,1.6,0.741,962.58,1419.0,4949.0,4.552
FALSE POSITIVE,9.06557317,1.46,0.916,141.9,880.0,6075.0,4.51
FALSE POSITIVE,0.614083885,2.55,1.276,10827.22,2603.0,6521.0,4.352
FALSE POSITIVE,7.35390869,2.29,2.327,1141.53,1483.0,6385.0,3.868
CONFIRMED,55.8224775,2.13,0.736,4.85,379.0,5162.0,4.611
FALSE POSITIVE,1.34145255,1.31,2.389,19568.74,3015.0,7495.0,3.926
CONFIRMED,6.11010439,0.93,1.195,378.84,1125.0,6213.0,4.387
CONFIRMED,9.98970266,2.48,0.81,58.26,705.0,5265.0,4.58
FALSE POSITIVE,15.7455586,1.41,0.95,71.98,743.0,6089.0,4.495
CONFIRMED,1.442592305,2.67,2.043,12557.23,2700.0,7216.0,3.983
FALSE POSITIVE,2.62982665,17.88,1.846,3542.64,1968.0,6712.0,4.053
CONFIRMED,14.17222858,2.39,1.314,137.33,873.0,5845.0,4.2
CONFIRMED,4.92031063,1.18,1.314,562.99,1242.0,5845.0,4.2
CONFIRMED,27.0142622,2.0,1.184,49.65,677.0,5949.0,4.303
CONFIRMED,12.50945798,1.54,1.184,138.54,875.0,5949.0,4.303
CONFIRMED,26.0203329,4.53,1.244,49.09,675.0,5624.0,4.218
CONFIRMED,0.769854899,0.93,0.822,1756.8,1650.0,5173.0,4.55
CONFIRMED,6.89226333,2.13,1.463,422.14,1156.0,5862.0,4.148
FALSE POSITIVE,17.40208965,16.37,0.615,7.49,422.0,4098.0,4.662
FALSE POSITIVE,2.69787749,1.5,1.348,1235.14,1512.0,5609.0,4.114
CONFIRMED,37.9456138,2.79,0.865,16.61,515.0,5861.0,4.546
CONFIRMED,24.1738244,2.21,0.968,29.69,595.0,5468.0,4.427
CONFIRMED,16.09227518,0.98,0.67,15.15,503.0,4657.0,4.641
CONFIRMED,28.9060526,0.79,0.67,6.94,414.0,4657.0,4.641
CANDIDATE,38.103908,4.08,0.771,10.22,456.0,5250.0,4.522
CONFIRMED,62.7843981,2.28,1.26,18.7,530.0,6053.0,4.279
CONFIRMED,20.0983676,1.58,1.26,85.34,775.0,6053.0,4.279
CONFIRMED,91.500873,1.82,0.706,2.18,310.0,5051.0,4.628
CONFIRMED,44.2993483,2.68,0.915,10.85,463.0,5316.0,4.459
FALSE POSITIVE,5.23340265,1.15,0.741,124.02,851.0,5266.0,4.611
CONFIRMED,15.03366411,1.7,0.891,47.32,669.0,5523.0,4.526
CANDIDATE,131.485184,3.03,1.242,6.08,400.0,5765.0,4.236
CANDIDATE,16.2908527,0.52,0.797,35.48,622.0,5425.0,4.549
CONFIRMED,106.247882,2.01,0.972,4.75,377.0,5679.0,4.435
CONFIRMED,4.64495172,1.38,1.129,504.23,1209.0,6047.0,4.343
CANDIDATE,16.6671415,0.7,0.525,11.47,469.0,4729.0,4.726
CONFIRMED,31.8055128,0.63,0.525,4.84,378.0,4729.0,4.726
CANDIDATE,2.47240869,0.36,0.525,145.69,887.0,4729.0,4.726
CONFIRMED,16.48686712,27.45,1.071,78.99,760.0,6090.0,4.447
CONFIRMED,2.685054445,1.46,0.829,395.08,1137.0,5266.0,4.484
FALSE POSITIVE,3.51289168,1.12,0.981,429.42,1161.0,5523.0,4.395
CONFIRMED,16.8600805,1.71,0.973,80.9,765.0,6205.0,4.419
CONFIRMED,4.89336495,1.6,1.347,842.45,1374.0,6688.0,4.304
CONFIRMED,8.93484887,1.83,1.347,377.25,1124.0,6688.0,4.304
CONFIRMED,11.17392077,1.64,0.914,94.84,796.0,5911.0,4.519
CONFIRMED,31.0325991,2.64,0.931,23.41,561.0,5841.0,4.52
FALSE POSITIVE,0.512407185,1.03,0.563,583.45,1255.0,3862.0,4.69
CANDIDATE,4.150297119,3.03,0.858,218.44,981.0,5290.0,4.519
CONFIRMED,28.5057217,2.55,0.87,22.43,555.0,5712.0,4.534
CONFIRMED,53.5991459,2.49,1.032,18.54,529.0,6319.0,4.447
CONFIRMED,16.4581861,1.82,0.884,40.61,644.0,5475.0,4.521
CONFIRMED,104.3519624,1.39,0.87,3.74,355.0,5650.0,4.546
CONFIRMED,16.07673148,2.14,0.971,64.75,724.0,5957.0,4.498
CONFIRMED,18.87058705,2.67,0.949,56.97,701.0,6103.0,4.496
CONFIRMED,22.1334224,1.76,0.702,15.65,507.0,5165.0,4.633
CONFIRMED,17.1369408,2.05,1.077,85.15,775.0,6218.0,4.421
CONFIRMED,3.78861833,1.23,1.04,424.17,1158.0,5560.0,4.379
CONFIRMED,10.45839865,1.25,0.747,32.45,609.0,4641.0,4.557
CONFIRMED,21.1033014,1.56,1.126,62.99,718.0,6000.0,4.363
FALSE POSITIVE,2.03743942,0.82,0.774,673.94,1299.0,5751.0,4.577
CONFIRMED,95.6114617,2.37,1.081,7.45,421.0,6002.0,4.424
CANDIDATE,36.2530992,1.43,1.081,27.17,582.0,6002.0,4.424
CANDIDATE,1.204686597,1.55,1.0,2026.81,1711.0,5780.0,4.438
CONFIRMED,1.025857984,1.57,0.847,1264.7,1520.0,5123.0,4.501
CONFIRMED,5.60013327,1.73,0.978,194.26,952.0,5288.0,4.391
CONFIRMED,25.2034128,2.42,0.921,30.62,600.0,5831.0,4.517
CONFIRMED,1.615357809,1.37,0.486,99.32,806.0,3821.0,4.755
FALSE POSITIVE,2.4681015,1.22,0.872,564.74,1244.0,5516.0,4.466
CONFIRMED,2.832647249,1.37,1.272,1054.98,1453.0,5865.0,4.266
CONFIRMED,3.70063251,1.24,1.404,737.02,1329.0,5423.0,4.105
CONFIRMED,3.93083997,1.2,1.191,711.45,1317.0,6038.0,4.284
CONFIRMED,7.63008196,1.39,1.191,293.67,1056.0,6038.0,4.284
CONFIRMED,16.22378479,1.51,0.925,49.35,676.0,5547.0,4.46
FALSE POSITIVE,5.33459393,0.79,0.533,36.55,627.0,4275.0,4.704
CONFIRMED,8.49640437,2.14,0.709,57.43,702.0,5093.0,4.586
CONFIRMED,66.1843646,2.72,0.978,8.57,436.0,5640.0,4.447
CONFIRMED,2.032318856,1.12,0.682,247.21,1011.0,4670.0,4.635
CONFIRMED,7.68478504,1.47,0.907,112.06,830.0,5344.0,4.469
FALSE POSITIVE,0.990516282,3.52,2.399,15469.83,2841.0,5975.0,3.755
CONFIRMED,15.0447098,1.51,1.525,177.24,931.0,5798.0,4.025
FALSE POSITIVE,354.78194,30.53,1.525,2.62,325.0,5798.0,4.025
FALSE POSITIVE,29.0726293,2.32,1.042,33.69,614.0,5799.0,4.37
CONFIRMED,1.118547814,0.98,0.658,447.97,1174.0,4496.0,4.65
CONFIRMED,15.18727049,1.94,1.005,91.56,789.0,6136.0,4.414
CONFIRMED,28.6853212,2.69,0.838,21.09,547.0,5726.0,4.559
CONFIRMED,0.588001053,0.99,0.57,473.45,1188.0,3814.0,4.687
CONFIRMED,85.7357202,2.94,1.077,9.54,448.0,6096.0,4.397
CONFIRMED,1.078389713,1.98,0.985,1817.38,1667.0,5325.0,4.384
CONFIRMED,10.27380957,1.68,0.899,96.27,799.0,5806.0,4.528
CONFIRMED,13.39155154,1.58,2.188,459.23,1180.0,6197.0,3.837
CONFIRMED,5.62904396,1.39,2.188,1459.41,1576.0,6197.0,3.837
CONFIRMED,8.2562857,1.49,2.188,874.56,1387.0,6197.0,3.837
CONFIRMED,5.186737262,2.4,0.777,129.37,860.0,5230.0,4.594
CANDIDATE,1.151244686,40.32,0.921,2253.09,1756.0,6086.0,4.511
CONFIRMED,1.217000383,1.58,0.757,707.61,1314.0,4859.0,4.545
CONFIRMED,13.6823798,1.43,1.026,97.74,802.0,6102.0,4.457
CANDIDATE,2.42088277,2.27,1.53,1615.12,1616.0,5583.0,4.077
CANDIDATE,15.9042402,3.79,1.53,131.11,863.0,5583.0,4.077
CONFIRMED,56.4931698,4.43,2.046,50.79,681.0,6160.0,3.976
FALSE POSITIVE,3.17275711,1.27,0.739,206.07,966.0,5058.0,4.61
FALSE POSITIVE,2.30367952,1.3,0.865,866.21,1384.0,6191.0,4.546
CONFIRMED,5.78387049,2.07,1.012,288.69,1051.0,6063.0,4.476
FALSE POSITIVE,2.237180102,1.75,0.793,390.02,1134.0,5080.0,4.538
CONFIRMED,11.08507658,2.5,0.793,46.17,665.0,5080.0,4.538
